Profile,Skills,Experience,CompanyName,CompanyRanking
data engineer,"aws,hadoop,spark",9,Nvidia,292
data engineer,"python,sql",14,Marsh & McLennan,195
data engineer,"javascript,python,react",10,Autoliv,369
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",14,Apple,4
data engineer,"aws,hadoop,spark",12,Qurate Retail,239
data engineer,"python,sql",14,Regions Financial,446
data engineer,"javascript,python,react",9,Murphy USA,262
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",11,Goldman Sachs Group,60
data engineer,"aws,hadoop,spark",2,Conagra Brands,334
data engineer,"python,sql",13,Deere,84
data engineer,"javascript,python,react",9,Genuine Parts,171
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",8,Progressive,86
data engineer,"aws,hadoop,spark",9,Marriott International,157
data engineer,"python,sql",12,Magellan Health,432
data engineer,"aws,hadoop,spark",4,Altria Group,167
data engineer,"c++,java,python,scala,sql,aws,cassandra,hadoop,hive,mongodb,pig,spark",5,Motorola Solutions,403
data engineer,"python,sql,aws,mongodb",4,Hertz Global Holdings,326
data engineer,"python,sql,linux",2,Frontier Communications,393
data engineer,"python,scala,sql,aws,postgresql,spark",8,Fluor,181
data engineer,"java,python,scala,sql,aws,linux",2,Gap,199
data engineer,"python,aws,node,numpy,pandas,postgresql,react",10,Seaboard,444
data engineer,"python,sql,aws,numpy,pandas",1,Ralph Lauren,469
data engineer,"python,r,sql,pandas",4,Cummins,132
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",9,Walmart,1
data engineer,"javascript,python,react",13,Rush Enterprises,492
data engineer,"python,sql",11,Morgan Stanley,61
data engineer,"aws,hadoop,spark",7,Calpine,319
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",11,Lowe's,44
data engineer,"javascript,python,react",2,Robert Half International,482
data engineer,"python,sql",4,Western & Southern Financial Group,401
data engineer,"aws,hadoop,spark",11,Asbury Automotive Group,428
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",5,Assurant,315
data engineer,"javascript,python,react",0,AK Steel Holding,467
data engineer,"python,sql",3,Nordstrom,205
data engineer,"aws,hadoop,spark",6,Entergy,293
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",3,Securian Financial Group,455
data engineer,"javascript,python,react",4,Pfizer,64
data engineer,"python,sql",9,TIAA,81
data engineer,"aws,hadoop,spark",14,Rite Aid,150
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",4,Lennar,147
data engineer,"javascript,python,react",10,Kroger,23
data engineer,"python,sql",4,Westinghouse Air Brake,388
data engineer,"aws,hadoop,spark",9,Eversource Energy,371
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",11,WEC Energy Group,416
data engineer,"javascript,python,react",1,Discover Financial Services,231
data engineer,"python,sql",12,Northwestern Mutual,102
data engineer,"aws,hadoop,spark",3,CarMax,173
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",0,Amphenol,386
data engineer,"javascript,python,react",1,Freddie Mac,41
data engineer,"python,sql",1,StoneX Group,100
data engineer,"aws,hadoop,spark",8,Fannie Mae,24
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",10,Kellogg,237
data engineer,"javascript,python,react",5,XPO Logistics,196
data engineer,"python,sql",5,Constellation Brands,392
data engineer,"aws,hadoop,spark",7,Kohl's,165
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",14,Keurig Dr Pepper,288
data engineer,"javascript,python,react",13,Packaging Corp. of America,437
data engineer,"python,sql",2,Expedia Group,263
data engineer,"aws,hadoop,spark",0,General Mills,192
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",4,Goodyear Tire & Rubber,216
data engineer,"javascript,python,react",4,Fidelity National Information Services,303
data engineer,"python,sql",5,AbbVie,99
data engineer,"aws,hadoop,spark",12,Southwest Airlines,141
data engineer,"java,python,scala,sql,aws,hadoop",13,CommScope Holding,381
data engineer,"java,python,scala,hadoop,linux,mongodb,spark",3,Magellan Health,432
data engineer,"scala,aws,hadoop,spark",7,NGL Energy Partners,127
data engineer,"java,sql,linux",8,Dow,78
data engineer,"java,sql,linux",12,Molson Coors Beverage,298
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",10,J.C. Penney,286
data engineer,"javascript,python,react",13,Advance Auto Parts,330
data engineer,"python,sql",11,Veritiv,412
data engineer,"aws,hadoop,spark",11,MasTec,430
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",11,Williams-Sonoma,489
data engineer,"javascript,python,react",12,Verizon Communications,20
data engineer,"python,sql",3,Abbott Laboratories,104
data engineer,"aws,hadoop,spark",13,Home Depot,26
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",12,R.R. Donnelley & Sons,471
data engineer,"javascript,python,react",2,Thor Industries,404
data engineer,"python,sql",13,CHS,105
data engineer,"aws,hadoop,spark",7,Amgen,135
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",13,Southwest Airlines,141
data engineer,"javascript,python,react",1,Dillard's,468
data engineer,"python,sql",9,EOG Resources,186
data engineer,"aws,hadoop,spark",8,Huntington Ingalls Industries,357
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",5,Nvidia,292
data engineer,"javascript,python,react",0,US Foods Holding,116
data engineer,"python,sql",13,Mosaic,356
data engineer,"aws,hadoop,spark",13,CenturyLink,143
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",5,Thrivent Financial for Lutherans,368
data engineer,"javascript,python,react",11,Hartford Financial Services Group,160
data engineer,"python,sql",0,Fidelity National Information Services,303
data engineer,"aws,hadoop,spark",5,Tech Data,90
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",3,Northern Trust,440
data engineer,"javascript,python,react",9,Rush Enterprises,492
data engineer,"python,sql",8,Tesla,124
data engineer,"aws,hadoop,spark",8,Ryder System,354
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",5,Wynn Resorts,454
data engineer,"javascript,python,react",4,Fiserv,311
data engineer,"python,sql",0,CMS Energy,443
data engineer,"aws,hadoop,spark",4,DuPont,152
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",2,Masco,384
data engineer,"javascript,python,react",4,PulteGroup,309
data engineer,"python,sql",6,Dick's Sporting Goods,362
data engineer,"aws,hadoop,spark",7,Kellogg,237
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",6,Comcast,28
data engineer,"javascript,python,react",9,J.M. Smucker,407
data engineer,"python,sql",4,Kimberly-Clark,175
data engineer,"aws,hadoop,spark",2,McKesson,8
data engineer,"python,r,aws",6,Intuit,445
data engineer,"java,javascript,python,sql,aws,hadoop,hive,linux,spark",1,Builders FirstSource,425
data engineer,"java,r,scala,sql,aws,hadoop,spark",11,Thor Industries,404
data engineer,"java,python,angular,spark",3,Union Pacific,149
data engineer,"c++,css,html,java,javascript,matlab,php,python,r,sas,scala,sql,aws,cassandra,hadoop,hbase,hive,jquery,linux,mongodb,mvc,mysql,pig,spark",3,Office Depot,297
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",0,Dell Technologies,34
data engineer,"javascript,python,react",11,Fluor,181
data engineer,"python,sql",10,Allstate,72
data engineer,"aws,hadoop,spark",12,Comcast,28
data engineer,"java,scala,sql,hadoop,hbase,spark",14,Altice USA,327
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",0,BorgWarner,312
data engineer,"javascript,python,react",12,Republic Services,305
data engineer,"python,sql",9,Foot Locker,397
data engineer,"aws,hadoop,spark",13,Autoliv,369
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",12,EMCOR Group,344
data engineer,"javascript,python,react",11,Air Products & Chemicals,355
data engineer,"python,sql",0,AECOM,163
data engineer,"aws,hadoop,spark",12,Zoetis,472
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",6,Dillard's,468
data engineer,"javascript,python,react",7,Erie Insurance Group,376
data engineer,"python,sql",9,Molson Coors Beverage,298
data engineer,"aws,hadoop,spark",8,Lam Research,331
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",4,Micron Technology,134
data engineer,"javascript,python,react",4,Devon Energy,419
data engineer,"python,sql",3,Ecolab,213
data engineer,"aws,hadoop,spark",13,Entergy,293
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",6,Williams,387
data engineer,"javascript,python,react",5,Humana,52
data engineer,"python,sql",1,Live Nation Entertainment,275
data engineer,"aws,hadoop,spark",9,DISH Network,251
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",4,Costco Wholesale,14
data engineer,"javascript,python,react",2,WEC Energy Group,416
data engineer,"python,sql",7,U.S. Bancorp,113
data engineer,"aws,hadoop,spark",7,Newmont,328
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",11,PVH,322
data engineer,"javascript,python,react",9,ABM Industries,462
data engineer,"python,sql",12,Quest Diagnostics,410
data engineer,"aws,hadoop,spark",6,Genuine Parts,171
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",0,Sonic Automotive,301
data engineer,"javascript,python,react",14,KKR,349
data engineer,"python,sql",2,Genworth Financial,364
data engineer,"aws,hadoop,spark",6,Live Nation Entertainment,275
data engineer,"java,javascript,python,cassandra,hadoop,hbase,linux,mysql,spark",10,AutoNation,154
data engineer,"javascript,python,react",1,Henry Schein,304
data engineer,"python,sql",1,Dow,78
data engineer,"c#,sql,hadoop,spark",5,Corning,277
data engineer,"c#,java,scala,aws,cassandra,hadoop,mongodb",4,FirstEnergy,294
data engineer,"sql,aws,hadoop,spark",14,Synnex,130
data engineer,"sql,aws,hadoop",2,Albertsons,55
data engineer,"c#,r,sas,sql",6,Capital One Financial,97
data engineer,"c#,sql,hadoop,spark",0,Kohl's,165
data engineer,"java,matlab,python,r,sas,scala,sql,hadoop,linux,pig,spark",5,Fifth Third Bancorp,325
data engineer,"c#,sql,hadoop,spark",13,Fidelity National Information Services,303
data engineer,sql,12,Capital One Financial,97
data engineer,"c#,sql,hadoop,spark",11,WESCO International,379
data engineer,"c#,sql,hadoop,spark",11,VF,233
data engineer,"c#,sql,hadoop,spark",12,Motorola Solutions,403
data engineer,"c#,sql,hadoop,spark",9,Performance Food Group,168
data engineer,"c#,sql,hadoop,spark",1,PVH,322
data engineer,"c#,sql,hadoop,spark",3,Intercontinental Exchange,459
data engineer,"c#,sql,hadoop,spark",8,UnitedHealth Group,7
data engineer,"c#,sql,hadoop,spark",9,Sanmina,385
data engineer,"java,perl,php,python,ruby,linux,mongodb",2,Philip Morris International,107
data engineer,javascript,8,Johnson & Johnson,35
data engineer,"c#,java,scala,sql",13,Simon Property Group,497
data engineer,aws,8,Genworth Financial,364
data engineer,"c#,sql,hadoop,spark",5,Southwest Airlines,141
data engineer,"c++,java,javascript,python,sql",1,AIG,66
data engineer,"c#,sql,hadoop,spark",1,C.H. Robinson Worldwide,208
data engineer,"c#,sql,hadoop,spark",9,Insight Enterprises,409
data engineer,"c#,sql,hadoop,spark",2,Penske Automotive Group,136
data engineer,"c#,sql,hadoop,spark",11,Rockwell Automation,452
data engineer,"c#,sql,hadoop,spark",9,Republic Services,305
data engineer,"c#,sql,hadoop,spark",4,CDW,178
data engineer,"c#,sql,hadoop,spark",2,Campbell Soup,322
data engineer,"c#,sql,hadoop,spark",7,ABM Industries,462
data engineer,"c#,sql,hadoop,spark",14,Markel,335
data engineer,sql,1,Berkshire Hathaway,6
data engineer,"matlab,python,numpy",1,Univar Solutions,339
data engineer,"php,python",8,Facebook,46
data engineer,"sql,hadoop,hive,linux",0,Insight Enterprises,409
data engineer,"sql,aws",13,Berkshire Hathaway,6
data engineer,"c#,sql,hadoop,spark",0,Kinder Morgan,242
data engineer,"c#,sql,hadoop,spark",3,American Financial Group,383
data engineer,javascript,11,Office Depot,297
data engineer,"c#,sql,hadoop,spark",3,Murphy USA,262
data engineer,"java,python,scala,sql,hadoop,spark",0,Sysco,56
data engineer,"c#,sql,hadoop,spark",11,Reinsurance Group of America,225
data engineer,"c#,sql,hadoop,spark",1,Cummins,132
data engineer,"java,julia,python,r,scala,sql,hadoop,pandas,pig",0,Fluor,181
data engineer,"c#,sql,hadoop,spark",3,TD Ameritrade Holding,486
data engineer,"c#,sql,hadoop,spark",12,TJX,80
data engineer,"c#,sql,hadoop,spark",5,Crown Holdings,272
data engineer,"c#,sql,hadoop,spark",14,Foot Locker,397
data engineer,"c#,sql,hadoop,spark",4,PulteGroup,309
data engineer,"ajax,r",10,Fox,280
data engineer,"perl,python,ruby,sql,hadoop,mysql",5,Tesla,124
data engineer,"java,php,r,aws,hadoop,hbase,spark",14,Loews,212
data engineer,"c++,java,python,r",1,Baxter International,282
data engineer,"c#,sql,hadoop,spark",6,DTE Energy,253
data engineer,"c#,sql,hadoop,spark",14,Valero Energy,32
data engineer,"c#,sql,hadoop,spark",1,Lockheed Martin,57
data engineer,"c#,sql,hadoop,spark",10,Voya Financial,353
data engineer,"c#,sql,hadoop,spark",9,Whirlpool,162
data engineer,"c#,sql,hadoop,spark",8,FM Global,447
data engineer,"c#,sql,hadoop,spark",13,Tenneco,185
data engineer,"c#,sql,hadoop,spark",5,Whirlpool,162
data engineer,"c#,sql,hadoop,spark",4,Principal Financial,201
data engineer,"c#,sql,hadoop,spark",6,Walt Disney,49
data engineer,"c#,c++,asp.net",3,Raymond James Financial,396
data engineer,"sql,aws,linux,mongodb,mysql,postgresql",13,Equitable Holdings,333
data engineer,"c#,sql,hadoop,spark",5,Newell Brands,316
data engineer,"c#,sql,hadoop,spark",8,PG&E,189
data engineer,"c#,sql,hadoop,spark",5,Quanta Services,261
data engineer,"c#,sql,hadoop,spark",5,Lear,166
data engineer,"c#,javascript,angular,asp.net,mvc,react",10,Dollar Tree,131
data engineer,"c#,sql,hadoop,spark",7,Avery Dennison,435
data engineer,"c#,sql,hadoop,spark",11,PPL,408
data engineer,"c#,sql,hadoop,spark",5,Universal Health Services,281
data engineer,"c#,sql,hadoop,spark",5,Estee Lauder,215
data engineer,"c#,sql,hadoop,spark",12,Huntington Bancshares,500
data engineer,"java,python,aws,hadoop,hive",0,Ulta Beauty,418
data engineer,"c++,java,python",1,MetLife,48
data engineer,"c++,python",14,Alliance Data Systems,456
data engineer,"c++,java,php,python,ruby,aws,hadoop,hive,linux,mongodb,pig,spark",10,Enterprise Products Partners,101
data engineer,"java,sql,hadoop",0,MasTec,430
data engineer,java,7,Boston Scientific,296
data engineer,"python,linux",9,Autoliv,369
data engineer,"perl,scala,aws,cassandra,hadoop,postgresql,spark",8,Cerner,498
data engineer,"python,linux",3,Kinder Morgan,242
data engineer,"javascript,perl,python,linux,react",13,Newell Brands,316
data engineer,"python,linux",9,Reinsurance Group of America,225
data engineer,"javascript,perl,python,linux,react",9,O-I Glass,453
data engineer,"python,linux",3,Kimberly-Clark,175
data engineer,"python,linux",10,Mondelez International,117
data engineer,"javascript,perl,python,linux,react",5,Celanese,470
data engineer,"python,linux",11,American Express,67
data engineer,"python,linux",7,U.S. Bancorp,113
data engineer,"javascript,perl,python,linux,react",0,Conagra Brands,334
data engineer,"python,linux",11,CVS Health,5
data engineer,"javascript,perl,python,linux,react",7,WEC Energy Group,416
data engineer,"python,linux",0,PPL,408
data engineer,"javascript,perl,python,linux,react",7,Loews,212
data engineer,"python,linux",10,Blackstone Group,420
data engineer,"javascript,perl,python,linux,react",2,PayPal Holdings,182
data engineer,"c++,css,sas,sql",2,World Fuel Services,91
data engineer,"css,html,javascript,php,python,aws,hadoop,linux",2,United States Steel,247
data engineer,"java,javascript,php,python,r,scala,sql,cassandra,hadoop,hbase,hive,mongodb,pig,spark",1,Avnet,169
data engineer,r,3,Analog Devices,487
data engineer,sql,3,Philip Morris International,107
data engineer,"java,javascript,php,ruby,mongodb",10,Baker Hughes,129
data engineer,"javascript,perl,python,linux,react",6,United Rentals,340
data engineer,"python,linux",7,Freddie Mac,41
data engineer,"javascript,perl,python,linux,react",13,DCP Midstream,413
data engineer,"python,linux",2,General Dynamics,83
data engineer,"javascript,perl,python,linux,react",0,eBay,295
data engineer,"python,linux",8,Jabil,121
data engineer,"python,linux",5,Fortive,422
data engineer,"python,linux",1,Comcast,28
data engineer,"javascript,perl,python,linux,react",2,Procter & Gamble,50
data engineer,"python,linux",12,Realogy Holdings,490
data engineer,"javascript,perl,python,linux,react",8,Avery Dennison,435
data engineer,"python,linux",6,Mutual of Omaha Insurance,300
data engineer,"python,linux",3,First American Financial,476
data engineer,"python,linux",9,Clorox,474
data engineer,"python,linux",9,HP,58
data engineer,"javascript,perl,python,linux,react",0,United Rentals,340
data engineer,"python,linux",6,Southern,153
data engineer,"javascript,python,ruby,sql,angular,aws,postgresql,rails",4,PBF Energy,125
data engineer,"python,r,sas,sql",6,Halliburton,142
data engineer,"c#,java,javascript",3,Public Service Enterprise Group,317
data engineer,"c#,css,html,javascript,sql,asp.net,jquery,mvc",6,Qualcomm,126
data engineer,"javascript,python,r,scala,aws,django,hadoop,linux,postgresql,react,spark",4,Reinsurance Group of America,225
data engineer,"javascript,perl,python,linux,react",10,Dominion Energy,197
data engineer,"python,linux",7,Edison International,259
data engineer,"python,linux",10,Best Buy,75
data engineer,"python,linux",3,American Tower,414
data engineer,"python,linux",1,Assurant,315
data engineer,"python,linux",14,Hormel Foods,337
data engineer,"javascript,perl,python,linux,react",4,Lennar,147
data engineer,"python,linux",2,Uber Technologies,228
data engineer,"python,linux",9,Automatic Data Processing,227
data engineer,"python,linux",2,UGI,423
data engineer,"javascript,perl,python,linux,react",1,Charter Communications,71
data engineer,"python,linux",0,Dover,433
data engineer,"javascript,perl,python,linux,react",4,IQVIA Holdings,290
data engineer,"c#,javascript,sql",3,Activision Blizzard,463
data engineer,"java,cassandra,hadoop,spark",0,PPG Industries,209
data engineer,"python,linux",13,Hertz Global Holdings,326
data engineer,"javascript,perl,python,linux,react",7,BorgWarner,312
data engineer,"python,linux",3,Zimmer Biomet Holdings,399
data engineer,"javascript,perl,python,linux,react",6,National Oilwell Varco,374
data engineer,"python,linux",13,Gap,199
data engineer,"javascript,perl,python,linux,react",7,Centene,42
data engineer,"javascript,python,scala,sql,angular",2,DCP Midstream,413
data engineer,"python,linux",3,Science Applications International,466
data engineer,"python,linux",6,EOG Resources,186
data engineer,"python,linux",8,Valero Energy,32
data engineer,"python,linux",3,Murphy USA,262
data engineer,"python,linux",9,NetApp,478
data engineer,"javascript,perl,python,linux,react",10,Global Partners,246
data engineer,"python,linux",6,Principal Financial,201
data engineer,"python,linux",9,Cigna,13
data engineer,"python,linux",9,Gilead Sciences,140
data engineer,sql,0,Freddie Mac,41
data engineer,"java,javascript,angular,node",4,Delta Air Lines,68
data engineer,java,5,Xcel Energy,276
data engineer,"c#,c++,sql",4,Cheniere Energy,329
data engineer,"javascript,perl,python,linux,react",5,Chevron,15
data engineer,"java,sql,hadoop,spark",3,Jacobs Engineering Group,206
data engineer,"c#,c++",14,Raymond James Financial,396
data engineer,"javascript,python,ruby,sql,angular,aws,postgresql,rails",12,Las Vegas Sands,235
data engineer,"java,python,sql,hadoop,hbase,hive,pig,spark",2,Merck,69
data engineer,"python,linux",12,Post Holdings,499
data engineer,"python,linux",13,Cognizant Technology Solutions,194
data engineer,sql,12,O-I Glass,453
data engineer,"python,linux",9,Occidental Petroleum,148
data engineer,"javascript,perl,python,linux,react",13,Frontier Communications,393
data engineer,"python,linux",9,Merck,69
data engineer,"javascript,perl,python,linux,react",8,United Rentals,340
data engineer,"python,linux",10,Thrivent Financial for Lutherans,368
data engineer,"python,linux",9,Best Buy,75
data engineer,"javascript,perl,python,linux,react",10,Thrivent Financial for Lutherans,368
data engineer,"python,linux",12,Westinghouse Air Brake,388
data engineer,"python,linux",13,CHS,105
data engineer,"javascript,perl,python,linux,react",10,American Electric Power,204
data engineer,"python,linux",6,Anixter International,359
data engineer,"python,r,sql,aws,spark",8,Dollar General,112
data engineer,"c#,c++,java,r,rails",7,Hewlett Packard Enterprise,109
data engineer,"python,r,sql,aws,spark",8,Tenet Healthcare,174
data engineer,"java,python,r,scala,sql,cassandra,hadoop,spark",1,Occidental Petroleum,148
data engineer,"java,scala,sql,aws,cassandra,hadoop,hive,mongodb,pig,spark",0,Advance Auto Parts,330
data engineer,"java,sql,linux",3,HollyFrontier,184
data engineer,"java,sql,linux",6,Universal Health Services,281
data engineer,"python,scala,sql,hadoop,hbase,hive,spark",4,Home Depot,26
data engineer,"java,python,scala",8,CBRE Group,128
data engineer,"python,r,sas,scala,sql,pandas,spark",12,CommScope Holding,381
data engineer,"r,aws",5,CBRE Group,128
data engineer,"python,r,sql,aws,spark",9,Liberty Media,306
data engineer,"c#,c++,java,r,rails",12,Discover Financial Services,231
data engineer,"r,aws",13,Northwestern Mutual,102
data engineer,"python,r,sql,aws,spark",6,L3Harris Technologies,250
data engineer,"c#,c++,java,r,rails",7,Best Buy,75
data engineer,"javascript,angular,aws,hadoop,hbase,hive,react",11,Molson Coors Beverage,298
data engineer,"r,aws",6,Northrop Grumman,96
data engineer,"python,r,sql,aws,spark",14,HP,58
data engineer,"c#,c++,java,r,rails",14,Sonic Automotive,301
data engineer,"r,aws",7,Procter & Gamble,50
data engineer,"python,r,sql,aws,spark",4,Owens Corning,431
data engineer,"c#,c++,java,r,rails",4,United States Steel,247
data engineer,"r,aws",1,Abbott Laboratories,104
data engineer,"python,r,sql,aws,spark",11,Comcast,28
data engineer,"c#,c++,java,r,rails",12,Amgen,135
data engineer,"r,aws",8,Calpine,319
data engineer,"python,r,sql,aws,spark",1,O-I Glass,453
data engineer,"c#,c++,java,r,rails",7,Caesars Entertainment,363
data engineer,"r,aws",8,Hormel Foods,337
data engineer,"python,r,sql,aws,spark",12,Waste Management,207
data engineer,"c#,c++,java,r,rails",10,Southern,153
data engineer,"r,aws",7,WESCO International,379
data engineer,"python,r,sql,aws,spark",2,StoneX Group,100
data engineer,"c#,c++,java,r,rails",3,Realogy Holdings,490
data engineer,"r,aws",1,Fifth Third Bancorp,325
data engineer,"python,r,sql,aws,spark",2,Cintas,441
data engineer,"c#,c++,java,r,rails",0,Dollar General,112
data engineer,"r,aws",2,DXC Technology,155
data engineer,"python,r,sql,aws,spark",2,Levi Strauss,495
data engineer,"c#,c++,java,r,rails",11,Raytheon Technologies,39
data engineer,"python,sql,aws",1,Crown Castle International,496
